year,job_category,salary_in_usd,country,experience_level,work_setting,general_average_salary
2022,Data Science and Research,130000,United States,Senior,In-person,95100.0
2022,Data Science and Research,95000,United States,Senior,In-person,95100.0
2022,Data Science and Research,203500,United States,Senior,In-person,95100.0
2022,Data Science and Research,152000,United States,Senior,In-person,95100.0
2022,Data Engineering,197430,United States,Senior,Remote,95100.0
2022,Data Engineering,134760,United States,Senior,Remote,95100.0
2022,Data Science and Research,120000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,197000,United States,Senior,In-person,95100.0
2022,Data Engineering,99000,United States,Senior,In-person,95100.0
2022,Data Engineering,220000,United States,Senior,Remote,95100.0
2022,Data Engineering,162000,United States,Senior,Remote,95100.0
2022,Data Architecture and Modeling,149040,United States,Senior,Remote,95100.0
2022,Data Architecture and Modeling,113900,United States,Senior,Remote,95100.0
2020,Data Analysis,95000,United States,Mid-level,In-person,95100.0
2021,Data Analysis,115000,United States,Senior,Remote,95100.0
2022,Data Analysis,171000,United States,Senior,Remote,95100.0
2022,Data Engineering,100000,United States,Senior,In-person,95100.0
2022,Data Engineering,78000,United States,Senior,In-person,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,95000,United States,Senior,In-person,95100.0
2022,Data Management and Strategy,110000,United States,Senior,In-person,95100.0
2022,Data Management and Strategy,70000,United States,Senior,In-person,95100.0
2022,Data Science and Research,185900,United States,Senior,In-person,95100.0
2022,Data Science and Research,129300,United States,Senior,In-person,95100.0
2022,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,230000,United States,Senior,Remote,95100.0
2022,Data Engineering,154600,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,204500,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,142200,United States,Senior,In-person,95100.0
2022,Data Engineering,160000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,75000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,213000,United States,Senior,In-person,95100.0
2022,Data Engineering,152000,United States,Senior,In-person,95100.0
2022,Data Science and Research,140000,United States,Senior,Remote,95100.0
2022,Data Science and Research,120000,United States,Senior,Remote,95100.0
2022,Data Science and Research,110000,United States,Senior,In-person,95100.0
2022,Data Science and Research,70000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,243000,United States,Senior,Remote,95100.0
2022,Machine Learning and AI,183000,United States,Senior,Remote,95100.0
2022,Data Engineering,175000,United States,Senior,In-person,95100.0
2022,Data Engineering,150000,United States,Senior,In-person,95100.0
2022,Data Science and Research,130000,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,90000,United States,Mid-level,Remote,95100.0
2022,Data Analysis,165000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,124000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,300000,United States,Senior,In-person,95100.0
2022,Data Engineering,130000,United States,Senior,In-person,95100.0
2022,Data Analysis,169000,United States,Senior,In-person,95100.0
2022,Data Analysis,110600,United States,Senior,In-person,95100.0
2022,Data Analysis,116000,United States,Senior,Remote,95100.0
2022,Data Analysis,96000,United States,Senior,Remote,95100.0
2022,Data Analysis,105000,United States,Senior,In-person,95100.0
2022,Data Analysis,70000,United States,Senior,In-person,95100.0
2022,Data Engineering,194000,United States,Senior,Remote,95100.0
2022,Data Engineering,129400,United States,Senior,Remote,95100.0
2022,Data Architecture and Modeling,190000,United States,Senior,Remote,95100.0
2022,Data Architecture and Modeling,135000,United States,Senior,Remote,95100.0
2022,Data Analysis,100000,United States,Senior,In-person,95100.0
2022,Data Analysis,70000,United States,Senior,In-person,95100.0
2022,Machine Learning and AI,189750,United States,Entry-level,In-person,95100.0
2022,Machine Learning and AI,140250,United States,Entry-level,In-person,95100.0
2022,Data Analysis,130000,United States,Senior,In-person,95100.0
2022,Data Analysis,100000,United States,Senior,In-person,95100.0
2022,Data Analysis,160000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,109000,United States,Mid-level,In-person,95100.0
2022,Data Science and Research,250000,United States,Senior,In-person,95100.0
2022,Data Science and Research,150000,United States,Senior,In-person,95100.0
2022,Data Analysis,206000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,160000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,135000,United States,Senior,In-person,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,160000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,135000,United States,Entry-level,In-person,95100.0
2022,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,120000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,95000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,191200,United States,Senior,In-person,95100.0
2022,Data Engineering,130000,United States,Senior,In-person,95100.0
2022,Data Engineering,191200,United States,Senior,In-person,95100.0
2022,Data Engineering,130000,United States,Senior,In-person,95100.0
2022,Data Engineering,230000,United States,Senior,In-person,95100.0
2022,Data Engineering,154600,United States,Senior,In-person,95100.0
2022,Data Engineering,120000,United States,Senior,In-person,95100.0
2022,Data Engineering,95000,United States,Senior,In-person,95100.0
2022,Data Science and Research,140000,United States,Senior,In-person,95100.0
2022,Data Science and Research,120000,United States,Senior,In-person,95100.0
2022,Data Analysis,169000,United States,Senior,In-person,95100.0
2022,Data Analysis,110600,United States,Senior,In-person,95100.0
2022,Data Analysis,80000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,185900,United States,Senior,In-person,95100.0
2022,Data Engineering,129300,United States,Senior,In-person,95100.0
2022,Leadership and Management,135000,United States,Senior,In-person,95100.0
2022,Leadership and Management,110000,United States,Senior,In-person,95100.0
2022,Leadership and Management,155000,United States,Mid-level,In-person,95100.0
2022,Leadership and Management,140000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,205000,United States,Senior,Remote,95100.0
2022,Data Engineering,150000,United States,Senior,Remote,95100.0
2022,Data Engineering,179500,United States,Senior,In-person,95100.0
2022,Data Engineering,134000,United States,Senior,In-person,95100.0
2022,Data Science and Research,180000,United States,Mid-level,In-person,95100.0
2022,Data Science and Research,120000,United States,Mid-level,In-person,95100.0
2022,Data Science and Research,185900,United States,Senior,In-person,95100.0
2022,Data Science and Research,129300,United States,Senior,In-person,95100.0
2022,Data Science and Research,175000,United States,Senior,Remote,95100.0
2022,Data Science and Research,145000,United States,Senior,Remote,95100.0
2022,Data Architecture and Modeling,235000,United States,Senior,Remote,95100.0
2022,Data Architecture and Modeling,175000,United States,Senior,Remote,95100.0
2022,Data Engineering,160000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,90000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,145000,United States,Senior,In-person,95100.0
2022,Data Engineering,115000,United States,Senior,In-person,95100.0
2022,Data Management and Strategy,165000,United States,Mid-level,In-person,95100.0
2022,Data Management and Strategy,135000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,168400,United States,Senior,In-person,95100.0
2022,Data Engineering,105200,United States,Senior,In-person,95100.0
2022,Data Engineering,200000,United States,Senior,In-person,95100.0
2022,Data Engineering,160000,United States,Senior,In-person,95100.0
2022,Data Science and Research,198800,United States,Senior,In-person,95100.0
2022,Data Science and Research,122600,United States,Senior,In-person,95100.0
2022,Data Analysis,130000,United States,Senior,In-person,95100.0
2022,Data Analysis,100000,United States,Senior,In-person,95100.0
2022,Data Engineering,125000,United States,Senior,Remote,95100.0
2022,Data Engineering,110000,United States,Senior,Remote,95100.0
2022,Data Analysis,165000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,124000,United States,Mid-level,In-person,95100.0
2022,Data Science and Research,148000,United States,Senior,Remote,95100.0
2022,Data Science and Research,107000,United States,Senior,Remote,95100.0
2022,Data Analysis,150000,United States,Mid-level,In-person,95100.0
2022,Data Analysis,100000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,160000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,135000,United States,Entry-level,In-person,95100.0
2022,Data Engineering,120000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,95000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,153600,United States,Senior,In-person,95100.0
2022,Data Engineering,106800,United States,Senior,In-person,95100.0
2022,Data Engineering,120000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,95000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,310000,United States,Executive,Remote,95100.0
2022,Data Engineering,239000,United States,Executive,Remote,95100.0
2022,Data Science and Research,299500,United States,Senior,In-person,95100.0
2022,Data Science and Research,245100,United States,Senior,In-person,95100.0
2022,Data Science and Research,168000,United States,Senior,Remote,95100.0
2022,Data Science and Research,130000,United States,Senior,Remote,95100.0
2022,Data Science and Research,136000,United States,Senior,Remote,95100.0
2022,Data Science and Research,104000,United States,Senior,Remote,95100.0
2022,Data Engineering,161000,United States,Mid-level,Remote,95100.0
2022,Data Engineering,118000,United States,Mid-level,Remote,95100.0
2022,Data Science and Research,205000,United States,Senior,Remote,95100.0
2022,Data Science and Research,184000,United States,Senior,Remote,95100.0
2022,Data Science and Research,185900,United States,Senior,In-person,95100.0
2022,Data Science and Research,129300,United States,Senior,In-person,95100.0
2022,Data Science and Research,247500,United States,Senior,In-person,95100.0
2022,Data Science and Research,172200,United States,Senior,In-person,95100.0
2022,Data Analysis,177000,United States,Senior,In-person,95100.0
2022,Data Analysis,131000,United States,Senior,In-person,95100.0
2022,Data Science and Research,205000,United States,Senior,Remote,95100.0
2022,Data Science and Research,184000,United States,Senior,Remote,95100.0
2022,Data Engineering,146000,United States,Senior,In-person,95100.0
2022,Data Engineering,102000,United States,Senior,In-person,95100.0
2022,Data Analysis,169000,United States,Senior,In-person,95100.0
2022,Data Analysis,110600,United States,Senior,In-person,95100.0
2022,Data Science and Research,230000,United States,Senior,Remote,95100.0
2022,Data Science and Research,196000,United States,Senior,Remote,95100.0
2022,Data Engineering,135000,United States,Senior,In-person,95100.0
2022,Data Engineering,100000,United States,Senior,In-person,95100.0
2022,Data Engineering,80000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,65000,United States,Mid-level,In-person,95100.0
2022,Data Engineering,135000,United States,Senior,In-person,95100.0
2022,Data Engineering,100000,United States,Senior,In-person,95100.0
2022,Data Engineering,175000,United States,Mid-level,Remote,95100.0
